timestamp,page,merchant,banks,price,min_limit,max_limit,available,orders,success_rate
2026-05-10 23:11:17,2,Tachira2008,Provincial,656.97,500000.0,5000000.0,2000.0,2447,99.3
2026-05-10 23:11:17,2,Panamtrading,Banesco,657.0,3300000.0,32900000.0,89989.07,250,98.1
2026-05-10 23:11:17,2,Manda2-,Banesco,657.0,5000000.0,1400000000.0,74119.87,878,99.4
2026-05-10 23:11:17,2,tovir2572,"Bank Transfer, Banco de Venezuela",657.0,2000000.0,9000000.0,9359.05,2735,99.8
2026-05-10 23:11:17,2,TioRico699,Mercantil,657.0,3300000.0,50000000.0,45525.8,7985,99.6
2026-05-10 23:11:20,3,何塞 路易斯 坩埚,"Provincial, BBVA",657.0,3300000.0,50000000.0,50039.07,675,99.9
2026-05-10 23:11:20,3,Elloro2301,Bank Transfer,657.0,1000000.0,2000000.0,3050.0,406,97.4
2026-05-10 23:11:20,3,InversionesJZ,"Bank Transfer, Banco de Venezuela",657.0,100000.0,10000000.0,378.48,2763,99.8
2026-05-10 23:11:20,3,Inversiones-Walaw,Bancamiga,657.0,20000.0,2000000.0,122.13,6547,100.0
2026-05-10 23:11:20,3,TokenSwift,Banesco,657.0,500000.0,1900000.0,1633.75,4390,99.6
2026-05-10 23:11:20,3,Cambiosbraycar,"Banesco, Provincial, BBVA",657.0,300000.0,2000000.0,682.41,3827,99.6
2026-05-10 23:11:20,3,StartBusiness,"Bank Transfer, Banco de Venezuela",657.0,500000.0,1138100.0,1732.33,9927,99.7
2026-05-10 23:11:20,3,MentalStagnums,"BNC Banco Nacional de Crédito, Bank Transfer, Banco de Venezuela",657.179,1200000.0,14000000.0,18184.72,2553,100.0
2026-05-10 23:11:20,3,D B Pago Rápido y Seguro,"Bank Transfer, Banco de Venezuela",657.18,3300000.0,50000000.0,30039.24,3245,99.1
2026-05-10 23:11:20,3,-TSxRV-,"Provincial, Mercantil, Bank Transfer, Banco de Venezuela",657.19,3300000.0,54000000.0,67011.71,2917,99.5
2026-05-10 23:11:24,4,OPABIANCHI,"Bank Transfer, Banco de Venezuela",657.222,2000000.0,5500000.0,7513.13,6156,99.6
2026-05-10 23:11:24,4,-APEX-,"Bank Transfer, Mercantil, Banco de Venezuela",657.3,3300000.0,200000000.0,67730.59,979,99.9
2026-05-10 23:11:24,4,ExpressTime_,Banesco,657.3,400000.0,10000000.0,5430.59,1876,99.5
2026-05-10 23:11:24,4,Cambioslaw,Banesco,657.376,200000.0,4000000.0,707.09,1074,99.9
2026-05-10 23:11:24,4,M13M,Banesco,657.38,80000.0,1000000.0,358.49,556,100.0
2026-05-10 23:11:24,4,Al3ss0,Banesco,657.39,1500000.0,6500000.0,7117.02,1203,100.0
2026-05-10 23:11:24,4,LuicmarTrader,"BNC Banco Nacional de Crédito, Provincial, BBVA",657.4,100000.0,10000000.0,1711.88,1608,99.9
2026-05-10 23:11:24,4,chichiwilote,Banesco,657.4,500000.0,10000000.0,7407.19,6567,99.7
2026-05-10 23:11:24,4,InvMiggy,"Banesco, Mercantil, Bank Transfer, Banco de Venezuela",657.4,3300000.0,70000000.0,42550.14,2529,98.2
2026-05-10 23:11:24,4,davzotrading,"Banesco, Pago Movil",657.44,200000.0,1400000.0,491.67,4477,98.8
2026-05-10 23:11:27,5,Apolo_Cript,"Banesco, Provincial, Bank Transfer, Mercantil, BNC Banco Nacional de Crédito",657.486,900000.0,10000000.0,1476.02,833,94.2
2026-05-10 23:11:27,5,InversionesMR,"Banesco, BNC Banco Nacional de Crédito",657.49,1000000.0,10000000.0,10766.0,710,98.7
2026-05-10 23:11:27,5,EverCryptoUSDT ,"Bancamiga, Pago Movil, Provincial, BBVA",657.49,500000.0,9000000.0,6026.89,4757,98.1
2026-05-10 23:11:27,5,BalduinoIV,Banesco,657.498,3300000.0,50000000.0,49681.18,3390,99.0
